Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Non-Travel,457,Sales,22,1,Technical Degree,1,409,4,Male,93,4,5,Research Director,4,Divorced,15369,15164,0,Y,Yes,14,3,1,80,2,11,4,3,23,7,9,17
30,No,Travel_Frequently,871,Research & Development,15,4,Human Resources,1,1509,4,Male,79,4,1,Human Resources,4,Divorced,12446,26872,1,Y,Yes,13,4,4,80,1,24,4,1,10,18,0,5
38,No,Travel_Frequently,1198,Sales,2,5,Marketing,1,1185,3,Male,47,1,2,Sales Representative,2,Married,19059,23115,6,Y,No,24,4,1,80,2,9,0,4,17,11,12,17
53,No,Non-Travel,426,Research & Development,27,3,Medical,1,107,3,Male,80,4,2,Manufacturing Director,2,Single,7990,9942,3,Y,No,14,3,4,80,2,0,1,1,25,13,1,0
25,No,Travel_Rarely,1052,Research & Development,25,2,Marketing,1,449,4,Male,80,2,2,Human Resources,4,Divorced,8398,26306,6,Y,Yes,23,3,1,80,1,39,6,2,0,4,4,8
30,No,Travel_Rarely,583,Sales,12,3,Technical Degree,1,353,1,Female,45,4,1,Healthcare Representative,4,Divorced,3496,11538,0,Y,Yes,19,4,4,80,3,37,0,4,1,3,5,1
55,No,Travel_Rarely,157,Human Resources,2,2,Medical,1,1300,1,Male,42,1,4,Sales Representative,2,Single,3825,18513,1,Y,Yes,11,4,4,80,0,14,1,2,7,8,9,15
48,No,Travel_Rarely,1307,Human Resources,3,2,Marketing,1,1730,1,Male,89,1,2,Sales Executive,2,Married,12602,6670,8,Y,No,21,4,4,80,0,36,2,3,16,13,0,3
37,No,Travel_Frequently,728,Human Resources,28,2,Technical Degree,1,55,3,Male,50,3,2,Manufacturing Director,3,Divorced,8737,4377,7,Y,No,14,4,1,80,1,24,3,1,35,6,14,16
43,No,Non-Travel,561,Research & Development,22,4,Medical,1,1347,2,Male,35,1,1,Laboratory Technician,1,Divorced,15185,3722,6,Y,Yes,13,4,1,80,1,33,3,1,11,6,2,0
60,No,Travel_Rarely,374,Human Resources,7,3,Life Sciences,1,1845,1,Female,86,2,1,Manufacturing Director,3,Married,7870,12059,6,Y,Yes,13,3,1,80,2,15,6,4,37,5,10,3
18,No,Non-Travel,168,Sales,20,5,Human Resources,1,520,2,Female,81,1,2,Healthcare Representative,2,Divorced,6449,9575,4,Y,No,18,3,4,80,0,26,2,2,4,18,8,3
29,No,Travel_Rarely,1183,Sales,16,5,Medical,1,256,4,Female,50,2,4,Sales Representative,1,Married,13156,9303,4,Y,Yes,21,4,2,80,1,6,5,1,22,4,1,14
18,No,Travel_Rarely,1120,Research & Development,20,2,Human Resources,1,223,2,Male,63,3,5,Sales Representative,1,Single,4703,19679,7,Y,No,12,3,1,80,1,10,2,3,18,8,15,16
25,No,Travel_Frequently,1385,Sales,12,2,Other,1,384,2,Male,62,1,1,Sales Executive,2,Married,2062,10697,5,Y,Yes,23,4,4,80,0,2,5,1,32,5,5,4
26,No,Travel_Frequently,1354,Human Resources,11,1,Marketing,1,1429,1,Male,97,1,1,Manufacturing Director,3,Married,5472,11997,5,Y,Yes,13,3,1,80,0,13,3,2,31,4,8,10
51,No,Non-Travel,198,Research & Development,11,2,Other,1,1988,4,Male,83,3,3,Manufacturing Director,3,Single,12115,24408,0,Y,No,18,4,2,80,1,23,1,1,4,15,6,5
52,No,Non-Travel,1046,Human Resources,25,4,Life Sciences,1,965,4,Male,46,3,1,Manager,4,Married,13927,5799,6,Y,No,23,3,4,80,3,1,4,1,22,13,1,17
40,No,Non-Travel,822,Human Resources,3,5,Technical Degree,1,2027,1,Male,80,2,4,Healthcare Representative,3,Divorced,12675,3427,6,Y,No,21,4,3,80,1,12,6,2,19,5,10,11
28,No,Travel_Frequently,562,Research & Development,28,3,Other,1,160,2,Female,30,1,4,Research Director,2,Divorced,13228,19574,0,Y,No,17,4,1,80,3,19,3,4,0,13,12,7
18,No,Non-Travel,140,Sales,9,3,Marketing,1,2011,3,Female,88,1,2,Healthcare Representative,2,Married,1596,12914,3,Y,No,13,3,3,80,1,1,6,1,18,7,2,14
26,No,Travel_Rarely,1274,Sales,20,2,Technical Degree,1,841,4,Female,91,4,4,Research Scientist,3,Divorced,15716,19259,7,Y,No,22,3,4,80,0,14,6,4,29,1,11,9
49,No,Non-Travel,418,Sales,15,3,Other,1,318,4,Female,66,4,5,Research Scientist,2,Single,4735,10353,5,Y,No,20,3,3,80,1,18,4,3,20,2,7,14
59,No,Travel_Rarely,1019,Human Resources,9,5,Life Sciences,1,241,1,Female,33,3,3,Human Resources,4,Divorced,7574,14607,5,Y,Yes,24,3,4,80,2,16,2,1,21,6,11,7
51,No,Travel_Rarely,454,Human Resources,21,4,Medical,1,669,1,Female,75,3,5,Healthcare Representative,4,Married,2512,4607,4,Y,No,19,3,4,80,0,7,0,4,14,7,10,8
55,No,Travel_Rarely,357,Sales,27,5,Marketing,1,1794,2,Male,46,4,1,Sales Executive,1,Divorced,4722,9366,0,Y,No,21,3,3,80,2,22,5,4,27,13,3,10
22,No,Travel_Frequently,473,Sales,21,2,Life Sciences,1,2027,3,Male,44,4,3,Manufacturing Director,4,Divorced,11207,18409,9,Y,No,13,3,4,80,2,13,0,2,30,5,6,10
22,No,Travel_Frequently,108,Human Resources,3,1,Technical Degree,1,225,4,Female,86,1,3,Human Resources,2,Divorced,7066,12791,6,Y,Yes,19,3,2,80,1,33,4,4,17,0,8,2
36,No,Non-Travel,241,Sales,19,1,Human Resources,1,854,2,Male,71,1,5,Human Resources,2,Single,7375,20269,1,Y,Yes,22,3,4,80,1,26,3,4,18,13,0,12
42,No,Travel_Frequently,840,Sales,15,2,Human Resources,1,1705,4,Female,34,4,5,Sales Representative,1,Divorced,8165,14451,8,Y,No,20,4,1,80,2,9,0,1,29,4,10,10
45,No,Non-Travel,219,Sales,4,2,Medical,1,1729,1,Female,93,3,1,Laboratory Technician,3,Divorced,6036,11949,4,Y,Yes,24,4,2,80,0,3,3,1,37,4,11,2
35,No,Travel_Rarely,947,Research & Development,26,3,Technical Degree,1,16,4,Male,60,2,5,Laboratory Technician,3,Single,2713,24555,9,Y,No,15,3,3,80,2,37,5,2,13,7,4,0
48,No,Travel_Frequently,1183,Human Resources,19,5,Human Resources,1,1465,1,Male,80,4,1,Sales Representative,3,Married,11642,14633,0,Y,Yes,11,4,1,80,1,40,1,3,14,2,0,16
44,No,Travel_Frequently,763,Research & Development,28,1,Technical Degree,1,1999,2,Female,87,3,5,Manufacturing Director,1,Divorced,19761,11568,1,Y,Yes,16,3,1,80,1,33,5,2,5,2,2,16
39,No,Non-Travel,433,Sales,3,4,Technical Degree,1,1607,3,Female,92,1,2,Sales Executive,3,Married,11167,6231,0,Y,Yes,22,4,3,80,0,14,6,1,9,7,12,3
40,No,Travel_Frequently,138,Human Resources,14,4,Technical Degree,1,1717,4,Male,48,1,1,Human Resources,2,Married,5682,22620,4,Y,Yes,22,4,4,80,3,23,5,3,3,3,13,14
46,No,Non-Travel,1466,Human Resources,7,5,Marketing,1,1527,2,Male,88,1,3,Manufacturing Director,1,Married,15814,6430,6,Y,Yes,13,3,1,80,3,36,2,1,28,13,9,6
38,No,Travel_Frequently,1400,Research & Development,13,3,Life Sciences,1,458,4,Female,44,1,2,Sales Representative,4,Single,6013,5146,2,Y,No,25,3,2,80,0,40,4,4,28,6,0,15
27,No,Travel_Rarely,889,Human Resources,16,2,Marketing,1,1461,2,Male,32,3,4,Research Scientist,1,Single,2783,7167,3,Y,Yes,15,3,4,80,0,40,3,2,10,11,7,8
58,No,Travel_Rarely,1443,Research & Development,11,5,Life Sciences,1,1451,2,Male,52,1,4,Sales Representative,3,Divorced,7406,8936,0,Y,No,14,3,4,80,3,4,3,1,39,4,15,10
55,No,Travel_Frequently,1190,Sales,10,5,Human Resources,1,257,1,Female,73,3,4,Human Resources,3,Married,18428,12276,8,Y,No,17,4,1,80,2,19,6,2,33,9,8,2
37,No,Travel_Rarely,1035,Sales,16,1,Life Sciences,1,2013,1,Male,37,4,2,Research Director,1,Single,5820,12082,3,Y,No,13,4,3,80,1,9,3,1,16,2,13,14
51,No,Travel_Rarely,1091,Human Resources,8,2,Technical Degree,1,1000,4,Male,64,3,4,Sales Executive,1,Divorced,7993,11559,7,Y,Yes,14,3,1,80,3,16,5,3,11,9,1,7
34,No,Non-Travel,1120,Human Resources,1,4,Other,1,563,4,Female,41,4,4,Manufacturing Director,4,Divorced,1357,9536,1,Y,No,24,4,3,80,2,16,6,1,6,4,3,3
35,No,Travel_Rarely,898,Human Resources,27,1,Technical Degree,1,1960,3,Male,83,2,1,Manager,4,Single,1358,19513,9,Y,No,15,3,2,80,1,2,2,2,8,8,2,14
49,No,Travel_Frequently,973,Sales,16,5,Marketing,1,276,3,Male,64,3,2,Sales Executive,1,Single,5401,9734,6,Y,No,18,4,3,80,0,9,6,3,39,1,1,9
44,No,Non-Travel,666,Human Resources,10,1,Life Sciences,1,1266,2,Female,77,2,3,Human Resources,4,Single,15230,4512,1,Y,Yes,15,4,4,80,0,26,5,3,34,11,14,3
26,No,Non-Travel,1010,Sales,17,1,Other,1,1269,1,Male,67,1,5,Sales Executive,2,Married,4572,8978,7,Y,Yes,12,3,2,80,1,1,3,4,19,6,8,2
19,No,Travel_Rarely,937,Sales,4,5,Marketing,1,44,2,Female,86,3,3,Research Scientist,2,Single,15770,20552,4,Y,Yes,15,4,2,80,1,8,2,3,3,15,4,1
46,No,Travel_Frequently,502,Human Resources,1,3,Technical Degree,1,954,4,Female,100,2,2,Research Scientist,3,Single,2771,9978,6,Y,No,14,3,4,80,1,18,4,3,23,4,13,10
43,No,Travel_Frequently,309,Sales,23,3,Other,1,989,1,Female,99,3,5,Manager,2,Single,2730,26842,9,Y,No,12,4,4,80,3,17,1,3,30,5,5,17
32,No,Travel_Frequently,954,Human Resources,9,5,Medical,1,1756,3,Male,34,4,3,Research Scientist,3,Married,19143,21125,2,Y,No,13,4,3,80,1,4,1,4,0,3,10,15
60,No,Non-Travel,426,Human Resources,23,1,Life Sciences,1,1031,2,Male,43,2,4,Laboratory Technician,1,Single,13355,11953,2,Y,No,25,4,2,80,1,1,6,4,21,0,6,7
21,No,Travel_Rarely,872,Human Resources,12,4,Human Resources,1,1064,3,Male,81,3,5,Manufacturing Director,4,Single,5713,12963,1,Y,No,21,3,3,80,0,38,5,2,27,2,9,5
19,No,Travel_Rarely,828,Research & Development,9,4,Medical,1,1314,4,Female,92,1,2,Sales Representative,2,Married,7357,17590,6,Y,Yes,11,3,1,80,2,40,0,1,40,11,13,11
25,No,Travel_Frequently,756,Sales,4,3,Life Sciences,1,641,3,Male,56,1,1,Laboratory Technician,4,Divorced,11499,26614,5,Y,No,11,3,1,80,3,20,2,1,26,15,15,3
32,No,Travel_Frequently,725,Research & Development,15,3,Life Sciences,1,91,3,Female,78,3,5,Laboratory Technician,1,Divorced,10321,13890,1,Y,Yes,16,4,3,80,2,7,1,3,14,1,8,16
48,No,Non-Travel,1386,Research & Development,21,5,Technical Degree,1,662,3,Male,70,4,2,Sales Representative,2,Single,3920,23856,5,Y,No,22,3,4,80,2,24,3,3,24,4,5,6
60,No,Travel_Frequently,601,Human Resources,3,1,Other,1,421,4,Male,49,3,3,Laboratory Technician,3,Single,19249,6358,2,Y,Yes,17,3,3,80,1,35,4,3,3,9,15,5
33,No,Travel_Rarely,1439,Sales,6,3,Medical,1,1914,4,Female,63,2,1,Laboratory Technician,1,Divorced,3223,3910,5,Y,Yes,21,3,2,80,2,37,2,3,37,10,13,1
54,No,Travel_Rarely,261,Sales,3,1,Human Resources,1,164,3,Female,61,2,2,Research Director,3,Divorced,12536,15569,4,Y,No,20,4,4,80,1,35,3,2,3,7,1,1
37,No,Travel_Frequently,763,Human Resources,20,5,Technical Degree,1,1933,4,Female,51,1,4,Healthcare Representative,4,Single,16005,18001,9,Y,Yes,11,4,4,80,1,2,5,3,5,3,0,7
60,No,Travel_Frequently,103,Human Resources,4,3,Medical,1,1114,3,Male,98,4,2,Research Scientist,4,Divorced,12510,10768,8,Y,Yes,15,4,3,80,1,0,5,1,32,6,8,9
52,No,Travel_Frequently,805,Sales,10,5,Marketing,1,539,2,Female,51,3,3,Human Resources,4,Divorced,8666,18673,0,Y,No,23,4,1,80,3,1,1,4,21,10,8,2
40,No,Travel_Frequently,519,Human Resources,3,2,Other,1,547,1,Female,94,2,5,Research Scientist,1,Married,5139,2852,6,Y,No,11,3,3,80,0,13,1,1,21,18,15,6
58,No,Travel_Rarely,800,Human Resources,27,4,Life Sciences,1,1602,2,Female,34,4,3,Manufacturing Director,3,Single,15592,19415,3,Y,No,19,3,2,80,0,0,3,1,13,3,6,9
22,No,Travel_Frequently,226,Human Resources,11,3,Life Sciences,1,1990,3,Female,35,4,4,Research Scientist,1,Single,17174,21483,8,Y,Yes,14,3,4,80,3,34,3,4,24,10,15,9
41,No,Non-Travel,868,Sales,5,2,Other,1,929,2,Male,67,3,2,Human Resources,3,Divorced,18865,26777,5,Y,No,24,3,1,80,3,4,4,2,5,6,1,11
49,No,Non-Travel,1119,Human Resources,2,2,Marketing,1,291,2,Female,92,2,1,Healthcare Representative,1,Divorced,9173,24453,6,Y,No,18,3,2,80,0,10,2,2,25,5,6,8
32,No,Non-Travel,1015,Sales,22,5,Technical Degree,1,1732,4,Female,42,1,5,Research Director,4,Single,3180,17135,4,Y,Yes,23,3,3,80,2,31,4,2,29,4,5,5
29,No,Travel_Frequently,922,Human Resources,7,1,Life Sciences,1,1173,1,Female,68,1,3,Manager,2,Married,7860,16853,8,Y,No,20,4,3,80,3,19,2,2,25,12,9,11
38,No,Travel_Frequently,1313,Sales,17,4,Other,1,674,3,Female,44,4,4,Research Director,1,Married,13078,13681,5,Y,No,22,3,4,80,3,39,1,3,31,6,6,17
20,No,Travel_Rarely,1401,Human Resources,14,2,Technical Degree,1,1994,4,Female,37,2,1,Human Resources,1,Married,18754,9981,4,Y,No,23,4,2,80,0,7,3,1,31,7,7,6
26,No,Non-Travel,828,Human Resources,23,5,Other,1,305,3,Female,89,2,3,Manufacturing Director,4,Married,16160,4646,5,Y,No,14,4,4,80,0,14,2,1,1,0,6,7
45,No,Non-Travel,510,Research & Development,3,2,Technical Degree,1,1662,2,Male,52,2,4,Manufacturing Director,3,Divorced,18594,6375,8,Y,No,23,4,4,80,0,20,6,1,10,12,5,10
35,No,Non-Travel,1443,Research & Development,26,3,Technical Degree,1,484,2,Male,77,2,3,Sales Executive,3,Married,13818,19659,9,Y,Yes,17,4,3,80,2,0,0,2,40,14,12,2
23,No,Non-Travel,622,Sales,19,2,Technical Degree,1,1469,3,Female,68,2,5,Healthcare Representative,3,Single,7452,7415,2,Y,No,16,3,1,80,1,25,0,2,33,10,4,1
24,No,Non-Travel,822,Human Resources,28,5,Medical,1,393,1,Female,58,2,5,Manager,1,Married,15524,15906,0,Y,No,23,4,1,80,0,31,5,3,24,15,2,1
23,No,Travel_Frequently,1108,Sales,8,3,Marketing,1,373,3,Male,86,4,4,Research Scientist,2,Divorced,13358,22113,3,Y,Yes,12,3,1,80,3,11,0,4,22,6,7,0
48,No,Travel_Frequently,591,Research & Development,24,4,Life Sciences,1,1849,2,Male,61,1,1,Healthcare Representative,4,Divorced,15718,18909,0,Y,No,22,3,4,80,0,8,4,3,35,12,1,17
59,No,Non-Travel,723,Human Resources,14,4,Life Sciences,1,1739,1,Male,86,2,4,Manager,1,Divorced,7882,19640,7,Y,No,19,3,3,80,1,15,3,2,17,11,2,1
45,No,Non-Travel,500,Research & Development,5,4,Other,1,1786,4,Female,98,1,2,Research Scientist,4,Single,5881,8096,9,Y,Yes,18,4,1,80,0,27,2,1,17,0,13,16
51,No,Travel_Rarely,596,Research & Development,16,4,Human Resources,1,1646,1,Female,68,1,3,Manufacturing Director,4,Single,9896,18550,9,Y,Yes,12,4,1,80,2,27,6,2,16,1,15,10
59,No,Travel_Frequently,1035,Research & Development,15,2,Medical,1,451,4,Male,89,2,3,Healthcare Representative,1,Single,15426,9198,1,Y,No,23,3,3,80,2,14,4,2,25,17,15,16
50,No,Travel_Rarely,244,Research & Development,20,3,Life Sciences,1,1354,2,Male,55,2,3,Manufacturing Director,2,Married,12602,17226,8,Y,No,18,3,1,80,3,0,2,1,38,7,1,2
59,No,Travel_Frequently,1497,Sales,28,1,Other,1,1960,1,Male,43,4,2,Manager,2,Divorced,15779,18271,4,Y,No,25,3,3,80,1,9,3,4,17,3,7,7
28,No,Non-Travel,1137,Research & Development,29,1,Marketing,1,527,2,Female,35,2,4,Sales Representative,3,Single,18671,9286,5,Y,Yes,19,3,1,80,2,7,0,4,31,4,15,15
43,No,Travel_Rarely,1432,Research & Development,5,3,Other,1,1623,2,Male,73,2,1,Human Resources,2,Married,3151,4460,8,Y,No,21,4,1,80,3,20,0,4,40,7,6,4
59,No,Travel_Rarely,976,Human Resources,23,2,Life Sciences,1,1362,1,Female,69,2,3,Healthcare Representative,4,Divorced,16699,24021,0,Y,Yes,14,3,3,80,3,32,2,1,26,3,0,4
24,No,Travel_Frequently,982,Research & Development,8,3,Medical,1,1573,1,Female,72,2,5,Human Resources,3,Divorced,18557,20486,2,Y,Yes,24,4,3,80,3,4,6,1,7,0,14,14
19,No,Travel_Frequently,904,Sales,11,5,Technical Degree,1,356,3,Female,86,1,1,Research Scientist,1,Divorced,3666,8882,1,Y,No,13,4,2,80,1,25,3,4,36,7,12,4
33,No,Travel_Frequently,785,Human Resources,2,5,Life Sciences,1,1926,3,Male,41,3,5,Sales Representative,2,Married,7134,13108,2,Y,Yes,13,3,1,80,0,12,6,1,35,10,1,14
58,No,Non-Travel,359,Research & Development,25,2,Life Sciences,1,1940,3,Male,84,3,2,Research Director,2,Married,8707,3828,8,Y,No,18,4,4,80,3,16,1,2,12,13,9,10
58,No,Travel_Frequently,1449,Research & Development,22,1,Life Sciences,1,1990,1,Male,99,4,4,Research Scientist,3,Single,6334,19462,8,Y,No,23,3,1,80,0,19,6,1,33,0,15,15
57,No,Non-Travel,715,Research & Development,4,1,Human Resources,1,516,3,Male,89,2,4,Human Resources,2,Single,6471,17039,0,Y,Yes,15,4,4,80,3,31,2,2,26,2,5,8
22,No,Non-Travel,1359,Sales,8,3,Other,1,516,3,Male,33,4,5,Laboratory Technician,4,Single,17162,2522,3,Y,Yes,18,4,2,80,2,23,5,3,28,1,6,12
51,No,Travel_Rarely,995,Human Resources,6,2,Human Resources,1,1586,2,Female,65,3,3,Sales Representative,2,Divorced,7031,4096,1,Y,Yes,24,3,3,80,0,35,3,3,16,14,2,12
32,No,Travel_Frequently,1359,Human Resources,5,5,Technical Degree,1,990,4,Male,87,3,5,Human Resources,4,Single,18926,8284,4,Y,No,12,4,1,80,3,13,6,1,15,0,3,3
35,No,Travel_Rarely,1106,Human Resources,19,4,Marketing,1,401,1,Male,85,2,3,Sales Executive,1,Married,1341,19607,7,Y,No,21,4,3,80,2,7,2,4,11,9,3,8
55,No,Travel_Frequently,850,Research & Development,12,1,Technical Degree,1,1552,3,Male,76,1,3,Sales Representative,1,Married,17468,2758,2,Y,Yes,13,3,2,80,3,1,2,3,23,6,8,13
30,No,Travel_Frequently,406,Research & Development,26,3,Other,1,131,2,Male,47,4,5,Healthcare Representative,2,Divorced,5859,15735,4,Y,No,19,3,3,80,3,36,6,4,33,11,11,11
40,No,Travel_Rarely,1202,Research & Development,1,2,Other,1,795,3,Male,38,1,4,Sales Executive,3,Married,10945,14817,0,Y,Yes,13,3,4,80,1,6,6,2,29,17,1,6
18,No,Non-Travel,697,Research & Development,1,3,Life Sciences,1,686,2,Male,59,4,5,Sales Representative,3,Single,4849,20028,2,Y,No,24,3,3,80,0,10,0,4,33,6,7,7
35,No,Travel_Rarely,620,Sales,24,5,Human Resources,1,2039,4,Male,72,1,5,Sales Executive,2,Single,11551,15041,2,Y,No,19,4,1,80,2,3,5,2,28,12,12,13
18,No,Non-Travel,427,Research & Development,1,2,Other,1,1910,1,Male,82,3,1,Manager,1,Divorced,7928,7820,1,Y,Yes,11,4,2,80,1,20,0,1,36,13,4,16
43,No,Travel_Rarely,953,Research & Development,4,4,Medical,1,806,2,Male,64,4,2,Sales Representative,3,Married,9814,23163,5,Y,Yes,24,3,3,80,2,21,6,2,2,2,11,12
43,No,Travel_Frequently,1425,Sales,27,2,Life Sciences,1,144,4,Female,88,4,4,Manufacturing Director,4,Divorced,3439,15215,2,Y,Yes,16,3,4,80,2,22,0,4,11,6,13,17
30,No,Travel_Rarely,1465,Human Resources,14,4,Marketing,1,1961,1,Female,33,4,1,Sales Executive,4,Married,1441,6850,6,Y,No,11,4,2,80,1,9,6,2,6,2,4,4
30,No,Travel_Rarely,691,Research & Development,23,1,Human Resources,1,303,3,Male,51,2,5,Human Resources,2,Divorced,6856,18046,1,Y,No,25,4,2,80,0,31,4,3,7,14,2,6
32,No,Travel_Rarely,414,Human Resources,27,1,Human Resources,1,1920,1,Male,97,4,2,Research Director,3,Divorced,3331,24477,8,Y,Yes,18,3,4,80,1,38,1,4,23,4,13,11
30,No,Non-Travel,1125,Research & Development,28,2,Life Sciences,1,591,2,Female,59,2,3,Laboratory Technician,2,Divorced,19615,3356,0,Y,No,17,4,4,80,1,39,5,3,28,11,4,1
30,No,Non-Travel,371,Research & Development,28,1,Technical Degree,1,1981,1,Male,63,1,1,Research Director,2,Married,16222,8874,7,Y,Yes,23,4,1,80,3,30,5,3,29,4,1,0
21,No,Non-Travel,944,Sales,29,3,Medical,1,1478,1,Female,97,3,5,Manager,3,Divorced,7079,2372,6,Y,Yes,16,3,3,80,1,3,5,4,24,6,1,11
40,No,Travel_Frequently,638,Research & Development,28,5,Technical Degree,1,761,2,Male,84,3,3,Sales Executive,4,Divorced,15839,21359,9,Y,No,21,3,4,80,1,35,5,2,18,6,0,17
30,No,Travel_Rarely,928,Human Resources,1,4,Technical Degree,1,729,2,Female,79,3,4,Laboratory Technician,3,Single,9264,14040,3,Y,Yes,13,3,3,80,1,17,1,4,14,6,5,0
50,No,Travel_Frequently,1439,Research & Development,2,4,Marketing,1,1626,1,Female,51,1,2,Research Director,2,Single,1171,22746,7,Y,Yes,13,3,3,80,3,1,1,2,18,13,8,4
19,No,Travel_Rarely,1209,Human Resources,1,3,Other,1,650,2,Female,70,3,1,Research Director,1,Married,12979,21970,1,Y,Yes,12,4,1,80,2,16,5,1,4,11,5,16
19,No,Travel_Frequently,687,Research & Development,3,3,Human Resources,1,643,1,Female,75,4,2,Research Scientist,1,Single,10623,2504,0,Y,No,19,4,1,80,2,31,2,1,9,8,13,8
41,No,Travel_Rarely,994,Sales,10,3,Medical,1,1378,4,Male,41,3,4,Human Resources,3,Married,8008,2542,1,Y,Yes,14,4,4,80,1,19,2,1,23,12,14,8
45,No,Travel_Frequently,199,Human Resources,19,4,Marketing,1,276,3,Male,71,1,5,Research Scientist,1,Single,13544,6576,1,Y,No,21,4,1,80,3,10,3,4,7,18,8,1
52,No,Non-Travel,183,Sales,29,5,Other,1,1302,2,Male,55,2,4,Human Resources,4,Married,2041,18720,7,Y,No,25,4,1,80,2,3,6,3,31,14,11,15
23,No,Travel_Rarely,311,Human Resources,7,1,Medical,1,1059,4,Male,54,4,3,Research Director,3,Married,1932,20572,2,Y,No,24,4,1,80,0,16,0,3,18,9,5,6
49,No,Non-Travel,976,Sales,25,1,Technical Degree,1,599,1,Female,51,1,3,Healthcare Representative,4,Divorced,11485,6796,0,Y,No,17,4,3,80,0,27,4,1,17,13,6,13
24,No,Travel_Frequently,1433,Sales,21,5,Human Resources,1,1013,1,Female,50,1,5,Research Scientist,3,Divorced,12207,9788,6,Y,Yes,18,3,2,80,2,31,1,1,28,12,14,15
29,No,Travel_Rarely,767,Sales,13,2,Technical Degree,1,455,1,Female,86,1,1,Human Resources,1,Divorced,8104,19731,0,Y,Yes,12,4,3,80,0,26,1,1,18,5,5,13
50,No,Non-Travel,417,Research & Development,24,2,Technical Degree,1,1916,3,Male,97,2,4,Manufacturing Director,4,Divorced,14198,13088,8,Y,Yes,15,3,4,80,1,8,3,2,17,4,11,1
22,No,Travel_Frequently,1163,Research & Development,16,5,Technical Degree,1,1496,4,Male,54,3,4,Research Scientist,1,Married,11795,14405,9,Y,No,21,3,3,80,1,4,2,4,27,2,7,8
48,No,Travel_Rarely,1346,Sales,18,5,Technical Degree,1,1651,3,Female,59,2,5,Research Director,1,Divorced,9528,22609,9,Y,No,15,4,2,80,3,26,1,2,11,16,6,3
18,No,Travel_Rarely,343,Human Resources,2,5,Life Sciences,1,2004,4,Male,64,2,3,Research Director,4,Divorced,14154,6803,8,Y,Yes,24,3,3,80,0,1,0,3,4,11,6,10
40,No,Travel_Rarely,144,Sales,10,1,Medical,1,1398,3,Female,45,3,1,Sales Representative,3,Single,2555,6046,8,Y,Yes,24,3,2,80,3,12,2,3,4,12,0,12
41,No,Travel_Frequently,724,Sales,26,5,Medical,1,760,4,Male,85,1,2,Research Director,1,Married,8406,7481,4,Y,No,24,3,4,80,0,25,1,1,24,14,0,15
40,No,Non-Travel,1259,Research & Development,17,1,Marketing,1,710,4,Male,33,2,3,Healthcare Representative,4,Divorced,12172,18354,2,Y,No,22,4,4,80,2,33,0,2,22,12,12,3
40,No,Travel_Frequently,858,Research & Development,8,2,Technical Degree,1,1252,1,Female,52,4,1,Manager,2,Married,15831,3935,0,Y,No,14,4,4,80,1,21,3,4,16,15,3,7
26,No,Travel_Frequently,1338,Sales,8,4,Marketing,1,1556,3,Male,68,2,2,Healthcare Representative,2,Divorced,11799,5124,7,Y,Yes,18,4,3,80,3,40,3,1,33,15,8,9
34,No,Non-Travel,1163,Research & Development,20,5,Life Sciences,1,438,2,Male,32,1,3,Sales Executive,4,Single,11620,22967,3,Y,Yes,14,4,2,80,0,13,3,4,13,0,11,16
57,No,Non-Travel,1431,Research & Development,26,4,Other,1,1321,1,Male,99,2,3,Sales Representative,2,Married,6507,21712,1,Y,Yes,19,4,1,80,3,1,4,2,36,18,2,17
49,No,Travel_Frequently,1218,Research & Development,19,5,Life Sciences,1,641,4,Male,88,4,3,Healthcare Representative,1,Divorced,2146,9936,3,Y,Yes,16,4,4,80,0,6,4,2,18,7,13,3
19,No,Travel_Frequently,1231,Sales,26,5,Marketing,1,323,3,Male,35,3,2,Manufacturing Director,4,Married,19353,16494,3,Y,Yes,15,3,1,80,0,33,4,4,34,16,10,2
41,No,Non-Travel,1498,Sales,16,3,Medical,1,1496,1,Female,65,2,1,Human Resources,1,Married,12500,4954,7,Y,Yes,19,4,2,80,2,17,6,3,29,1,0,4
45,No,Travel_Rarely,1170,Sales,17,1,Other,1,1181,2,Female,38,1,3,Laboratory Technician,2,Single,11610,17444,5,Y,No,21,3,2,80,3,8,5,1,21,13,12,0
33,No,Travel_Frequently,709,Research & Development,18,2,Human Resources,1,1709,4,Male,58,1,5,Sales Executive,4,Divorced,14920,7142,2,Y,Yes,12,3,1,80,1,3,3,3,26,10,6,12
48,No,Travel_Rarely,213,Research & Development,11,5,Marketing,1,850,2,Female,60,4,4,Human Resources,1,Divorced,18121,18667,2,Y,No,19,3,2,80,3,16,5,3,32,16,10,10
44,No,Non-Travel,152,Sales,26,5,Medical,1,600,1,Male,97,3,5,Sales Executive,2,Divorced,3785,25299,2,Y,No,25,4,4,80,3,3,2,3,24,16,9,2
